a,s,l,d,k,f,j,l,j,s,a,d,f,k,l,j,a,s,d,k,l,f
2.0001139640808105,2.0626158714294434,2.1876230239868164,2.312619924545288,2.437635898590088,2.6251449584960938,2.687647819519043,3.0626678466796875,3.1876749992370605,3.312664031982422,3.437675952911377,3.562668800354004,3.687690019607544,3.8126959800720215,3.9377048015594482,4.1877148151397705,4.3127219676971436,4.437726974487305,4.562733888626099,4.687741994857788,4.812747955322266,5.0002570152282715
