h,0.8594200611114502
r,1.046929121017456
i,1.17193603515625
s,1.2344400882720947
t,2.1094861030578613
o,2.2969582080841064
p,2.359462022781372
h,2.4844861030578613
e,2.609508991241455
r,2.7345170974731445
