h,0.9375479221343994
r,1.1875290870666504
i,1.3125669956207275
s,1.5000779628753662
t,1.6250829696655273
o,1.687587022781372
p,1.8125929832458496
h,1.9375839233398438
e,2.0626060962677
r,2.250114917755127
