w,s,w,a,m,s,w,d,s,a,e,s,d,m,s,m,s,m,w,s,w,a,d,a,s,m
5.828392028808594,6.8909502029418945,7.640986204147339,8.203545093536377,8.766075134277344,8.953585147857666,9.45358419418335,10.766179084777832,11.266204118728638,11.766196012496948,12.26623010635376,12.703777074813843,13.766332149505615,14.328834056854248,14.578850030899048,15.203904151916504,15.953944206237793,16.45395803451538,18.51657509803772,19.391621112823486,20.204162120819092,20.954199075698853,21.51672911643982,22.266767024993896,22.766794204711914,23.079286098480225
